idSensor;source;status;sig;fix;PDOP;HDOP;VDOP;satsInUse;satsInView;latitude;longitude;altitude;trueBearing;declination;groundspeed;groundSpeedX;groundSpeedY;groundSpeedZ;initLatitude;initLongitude;initAltitude;x;y;z;timestamp;index
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793789;75
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793789;75
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793820;76
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793820;76
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793847;77
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793847;77
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793878;78
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793878;78
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793910;79
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793910;79
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793941;80
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793941;80
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33793972;81
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33793972;81
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794000;82
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794000;82
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794031;83
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794031;83
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794062;84
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794062;84
